Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
201712,06,245000,037,    ,99990 ,00000 ,1057426 ,348,31080, , ,918021460  ,4,9,12,Los Angeles County Unincorporated Area,286,286,127339775,20,40,10265210,0,0,0,7,210,39234195,286,286,127339775,20,40,10265210,0,0,0,7,210,39234195
201712,06,247000,085,1640,44112 ,00000 ,29413 ,488,41940, , ,95030      ,4,9,12,Los Gatos town,23,23,23427853,0,0,0,0,0,0,0,0,0,23,23,23427853,0,0,0,0,0,0,0,0,0
201712,06,249000,037,1660,44574 ,00000 ,69772 ,348,31080, , ,90262      ,4,9,8,Lynwood,24,24,4246930,0,0,0,0,0,0,0,0,0,22,22,3686930,0,0,0,0,0,0,0,0,0
201712,06,250000,039,1680,45022 ,00000 ,61416 ,260,31460, ,1,93637      ,4,9,11,Madera,133,133,19822700,0,0,0,0,0,0,0,0,0,116,116,17400000,0,0,0,0,0,0,0,0,0
201712,06,251000,039,    ,99990 ,00000 ,70729 ,260,31460, , ,93637      ,4,9,12,Madera County Unincorporated Area,253,253,70443058,0,0,0,0,0,0,0,0,0,253,253,70443058,0,0,0,0,0,0,0,0,0
201712,06,251500,037,1685,45246 ,00000 ,12645 ,348,31080, , ,902654865  ,4,9,12,Malibu,18,18,35963275,0,0,0,0,0,0,0,0,0,18,18,35963275,0,0,0,0,0,0,0,0,0
201712,06,252000,051,1687,45358 ,00000 ,8234 ,999,99999, , ,93546      ,4,9,12,Mammoth Lakes town,10,10,3598031,0,0,0,4,14,4980530,0,0,0,10,10,3598031,0,0,0,4,14,4980530,0,0,0
201712,06,253000,037,1690,45400 ,00000 ,35135 ,348,31080, , ,90266      ,4,9,12,Manhattan Beach,106,106,69111999,0,0,0,0,0,0,0,0,0,106,106,69111999,0,0,0,0,0,0,0,0,0
201712,06,254000,077,4434,45484 ,00000 ,67096 ,488,44700, , ,95337      ,4,9,12,Manteca,660,660,186430342,0,0,0,3,10,1283901,9,150,18537050,660,660,186430342,0,0,0,3,10,1283901,9,150,18537050
201712,06,256000,041,    ,99990 ,00000 ,67427 ,488,41860, , ,94903      ,4,9,12,Marin County Unincorporated Area,44,44,30293170,0,0,0,0,0,0,0,0,0,44,44,30293170,0,0,0,0,0,0,0,0,0
201712,06,259000,013,1710,46114 ,00000 ,35824 ,488,41860, , ,945532394  ,4,9,10,Martinez,5,5,791630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,261000,037,1730,46492 ,00000 ,27395 ,348,31080, , ,90270      ,4,9,12,Maywood,3,3,311814,0,0,0,0,0,0,0,0,0,3,3,311814,0,0,0,0,0,0,0,0,0
201712,06,263000,045,    ,99990 ,00000 ,59156 ,999,99999,2, ,95482      ,4,9,0,Mendocino County Unincorporated Area,116,116,13287176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,264000,019,1740,46828 ,00000 ,11014 ,260,23420, , ,93640      ,4,9,0,Mendota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,265000,081,1745,46870 ,00000 ,32026 ,488,41860, , ,94025      ,4,9,0,Menlo Park,58,58,39226397,0,0,0,0,0,0,12,180,22606603,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,265300,065,1743,46842 ,00000 ,77519 ,348,40140, , ,92586      ,4,9,12,Menifee,717,717,196900130,0,0,0,0,0,0,0,0,0,717,717,196900130,0,0,0,0,0,0,0,0,0
201712,06,267000,047,    ,99990 ,00000 ,89167 ,382,32900, , ,95340      ,4,9,12,Merced County Unincorporated Area,109,109,27952756,0,0,0,0,0,0,0,0,0,109,109,27952756,0,0,0,0,0,0,0,0,0
201712,06,268000,041,1765,47710 ,00000 ,13903 ,488,41860, , ,94941      ,4,9,0,Mill Valley,7,7,8650519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,269000,081,1760,47486 ,00000 ,21532 ,488,41860, , ,94030      ,4,9,12,Millbrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,270000,085,1770,47766 ,00000 ,66790 ,488,41940, ,1,950355479  ,4,9,12,Milpitas,383,383,120307598,0,0,0,0,0,0,27,576,114230649,383,383,120307598,0,0,0,0,0,0,27,576,114230649
201712,06,271000,059,1786,48256 ,00000 ,93305 ,348,31080, , ,92691      ,4,9,12,Mission Viejo,37,37,13766604,0,0,0,0,0,0,0,0,0,37,37,13766604,0,0,0,0,0,0,0,0,0
201712,06,275000,037,1800,48648 ,00000 ,36590 ,348,31080, , ,910165107  ,4,9,10,Monrovia,26,26,4540426,0,0,0,0,0,0,0,0,0,23,23,3853525,0,0,0,0,0,0,0,0,0
201712,06,277000,071,1815,48788 ,00000 ,36664 ,348,40140, , ,91763      ,4,9,12,Montclair,44,44,11559465,1,2,362283,0,0,0,3,30,4708702,44,44,11559465,1,2,362283,0,0,0,3,30,4708702
201712,06,278000,085,1835,48956 ,00000 ,3341 ,488,41940, , ,95030      ,4,9,12,Monte Sereno,6,6,8197016,0,0,0,0,0,0,0,0,0,6,6,8197016,0,0,0,0,0,0,0,0,0
201712,06,279000,037,1820,48816 ,00000 ,62500 ,348,31080, , ,90640      ,4,9,12,Montebello,39,39,5944041,0,0,0,0,0,0,0,0,0,39,39,5944041,0,0,0,0,0,0,0,0,0
201712,06,281000,053,    ,99990 ,00000 ,100213 ,999,41500, , ,93901      ,4,9,12,Monterey County Unincorporated Area,220,220,80094304,1,2,301442,4,13,3606197,10,97,15476151,220,220,80094304,1,2,301442,4,13,3606197,10,97,15476151
201712,06,282000,037,1830,48914 ,00000 ,60269 ,348,31080, ,1,91754      ,4,9,12,Monterey Park,14,14,5113798,0,0,0,0,0,0,0,0,0,14,14,5113798,0,0,0,0,0,0,0,0,0
201712,06,285000,065,1849,49270 ,00000 ,193365 ,348,40140, , ,925520805  ,4,9,12,Moreno Valley,451,451,149455099,1,2,27872,0,0,0,0,0,0,451,451,149455099,1,2,27872,0,0,0,0,0,0
201712,06,286000,085,1850,49278 ,00000 ,37882 ,488,41940, , ,95037      ,4,9,12,Morgan Hill,178,178,53414587,0,0,0,7,22,5196773,2,10,2322822,178,178,53414587,0,0,0,7,22,5196773,2,10,2322822
201712,06,289000,085,1863,49670 ,00000 ,74066 ,488,41940, ,1,94039      ,4,9,12,Mountain View,162,162,48925493,0,0,0,8,27,8347521,32,1201,176083101,162,162,48925493,0,0,0,8,27,8347521,32,1201,176083101
201712,06,290000,065,1877,50076 ,00000 ,103466 ,348,40140, , ,92362      ,4,9,12,Murrieta,200,200,54796854,4,8,2148020,6,24,3558436,24,241,30137740,200,200,54796854,4,8,2148020,6,24,3558436,24,241,30137740
201712,06,293000,073,1885,50398 ,00000 ,58582 ,999,41740, , ,919504397  ,4,9,6,National City,6,6,286331,0,0,0,0,0,0,14,160,35421802,0,0,0,0,0,0,0,0,0,8,116,13569628
201712,06,294000,071,1890,50734 ,00000 ,4844 ,348,40140, , ,92363      ,4,9,10,Needles,1,1,516092,0,0,0,0,0,0,0,0,0,1,1,516092,0,0,0,0,0,0,0,0,0
201712,06,296000,057,    ,99990 ,00000 ,66656 ,999,99999,2, ,95959      ,4,9,12,Nevada County Unincorporated Area,285,285,54832948,0,0,0,0,0,0,0,0,0,285,285,54832948,0,0,0,0,0,0,0,0,0
201712,06,297000,001,1900,50916 ,00000 ,42573 ,488,41860, , ,94560      ,4,9,7,Newark,244,244,74748069,0,0,0,3,9,2570133,19,133,34712838,124,124,37895375,0,0,0,0,0,0,5,40,10577598
201712,06,299000,059,1912,51182 ,00000 ,85186 ,348,31080, ,1,92660      ,4,9,0,Newport Beach,119,119,98912764,21,42,14000250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,300000,065,1919,51560 ,00000 ,27063 ,348,40140, , ,92860      ,4,9,12,Norco,2,2,564801,0,0,0,0,0,0,0,0,0,2,2,564801,0,0,0,0,0,0,0,0,0
201712,06,301000,037,1950,52526 ,00000 ,105549 ,348,31080, , ,90650      ,4,9,12,Norwalk,9,9,1920580,0,0,0,9,30,4988206,1,5,872126,9,9,1920580,0,0,0,9,30,4988206,1,5,872126
201712,06,302000,041,1955,52582 ,00000 ,51904 ,488,41860, , ,94945      ,4,9,12,Novato,6,6,5850525,0,0,0,0,0,0,0,0,0,6,6,5850525,0,0,0,0,0,0,0,0,0
201712,06,304000,001,1970,53000 ,00000 ,390724 ,488,41860, ,1,94612      ,4,9,12,Oakland,92,92,34625266,13,26,7005858,5,17,2501480,60,3366,428461267,92,92,34625266,13,26,7005858,5,17,2501480,60,3366,428461267
201712,06,304100,013,1975,53070 ,00000 ,35432 ,488,41860, , ,94561      ,4,9,12,Oakley,162,162,47586693,0,0,0,0,0,0,0,0,0,162,162,47586693,0,0,0,0,0,0,0,0,0
201712,06,305000,073,1990,53322 ,00000 ,167086 ,999,41740, , ,92054      ,4,9,12,Oceanside,105,105,24688766,0,0,0,35,115,19126583,7,95,19352477,105,105,24688766,0,0,0,35,115,19126583,7,95,19352477
201712,06,307000,071,2005,53896 ,00000 ,163924 ,348,40140, ,1,91764      ,4,9,12,Ontario,649,649,123476554,0,0,0,3,11,1594146,26,998,109652608,649,649,123476554,0,0,0,3,11,1594146,26,998,109652608
201712,06,308000,059,2015,53980 ,00000 ,136416 ,348,31080, ,1,92866      ,4,9,12,Orange,40,40,8428832,3,6,1006453,4,12,1784847,3,39,5234080,40,40,8428832,3,6,1006453,4,12,1784847,3,39,5234080
201712,06,309000,059,    ,99990 ,00000 ,121160 ,348,31080, , ,927035000  ,4,9,12,Orange County Unincorporated Area,815,815,241859591,48,96,20694550,6,23,4664063,19,493,33095885,815,815,241859591,48,96,20694550,6,23,4664063,19,493,33095885
201712,06,310000,019,2020,54008 ,00000 ,9078 ,260,23420, , ,93646      ,4,9,12,Orange Cove,1,1,134984,0,0,0,0,0,0,0,0,0,1,1,134984,0,0,0,0,0,0,0,0,0
201712,06,313000,007,2045,54386 ,00000 ,15546 ,999,17020, , ,95965      ,4,9,12,Oroville,3,3,626850,0,0,0,0,0,0,0,0,0,3,3,626850,0,0,0,0,0,0,0,0,0
201712,06,314000,111,2050,54652 ,00000 ,197899 ,348,37100, ,1,93030      ,4,9,0,Oxnard,108,108,26970197,0,0,0,13,48,7575433,20,452,53511356,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,316000,081,2060,54806 ,00000 ,37234 ,488,41860, , ,94044      ,4,9,10,Pacifica,4,4,1828064,1,2,696900,0,0,0,0,0,0,3,3,1479464,1,2,696900,0,0,0,0,0,0
201712,06,317000,065,2080,55184 ,00000 ,48445 ,348,40140, , ,92260      ,4,9,10,Palm Desert,81,81,40392793,1,2,468506,13,50,10307452,3,46,8952174,68,68,32989964,1,2,468506,13,50,10307452,1,10,3200000
201712,06,318000,065,2085,55254 ,00000 ,44552 ,348,40140, , ,92263      ,4,9,12,Palm Springs,132,132,47312928,0,0,0,0,0,0,0,0,0,132,132,47312928,0,0,0,0,0,0,0,0,0
201712,06,319000,037,2072,55156 ,00000 ,152750 ,348,31080, , ,93550      ,4,9,12,Palmdale,97,97,21965749,0,0,0,0,0,0,3,161,15366092,97,97,21965749,0,0,0,0,0,0,3,161,15366092
201712,06,320000,085,2090,55282 ,00000 ,64403 ,488,41940, ,1,94301      ,4,9,12,Palo Alto,115,115,71733753,0,0,0,0,0,0,0,0,0,115,115,71733753,0,0,0,0,0,0,0,0,0
201712,06,321000,037,2095,55380 ,00000 ,13438 ,348,31080, , ,90274      ,4,9,0,Palos Verdes Estates,19,19,13879568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,323000,037,2105,55618 ,00000 ,54098 ,348,31080, , ,90723      ,4,9,12,Paramount,13,13,3212817,0,0,0,0,0,0,0,0,0,13,13,3212817,0,0,0,0,0,0,0,0,0
201712,06,324000,019,2120,55856 ,00000 ,14494 ,260,23420, , ,936482433  ,4,9,0,Parlier,17,17,2011865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,325000,037,5508,56000 ,00000 ,137122 ,348,31080, ,1,911011704  ,4,9,12,Pasadena,30,30,14301795,3,6,1487629,2,8,2267296,3,127,25853503,30,30,14301795,3,6,1487629,2,8,2267296,3,127,25853503
201712,06,328000,065,5568,56700 ,00000 ,68386 ,348,40140, , ,925702200  ,4,9,0,Perris,176,176,20288726,0,0,0,0,0,0,15,110,7646994,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,330000,037,2145,56924 ,00000 ,62942 ,348,31080, , ,906601016  ,4,9,0,Pico Rivera,3,3,705852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,331000,001,2150,56938 ,00000 ,10667 ,488,41860, , ,94611      ,4,9,12,Piedmont,1,1,2000000,0,0,0,0,0,0,0,0,0,1,1,2000000,0,0,0,0,0,0,0,0,0
201712,06,332000,013,2160,57288 ,00000 ,18390 ,488,41860, , ,94564      ,4,9,0,Pinole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,334000,013,2175,57456 ,00000 ,63264 ,488,41860, , ,94565      ,4,9,12,Pittsburg,154,154,31534438,0,0,0,0,0,0,0,0,0,154,154,31534438,0,0,0,0,0,0,0,0,0
201712,06,335000,059,2195,57526 ,00000 ,50533 ,348,31080, , ,92870      ,4,9,9,Placentia,11,11,2962124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,336000,061,    ,99990 ,00000 ,108128 ,472,40900, , ,95603      ,4,9,12,Placer County Unincorporated Area,352,352,163617053,1,2,300537,0,0,0,1,8,1742534,352,352,163617053,1,2,300537,0,0,0,1,8,1742534
201712,06,337000,017,2200,57540 ,00000 ,10389 ,472,40900, , ,95667      ,4,9,12,Placerville,13,13,2903368,0,0,0,0,0,0,0,0,0,13,13,2903368,0,0,0,0,0,0,0,0,0
201712,06,338000,013,2210,57764 ,00000 ,33152 ,488,41860, , ,94523      ,4,9,12,Pleasant Hill,2,2,703260,0,0,0,0,0,0,0,0,0,2,2,703260,0,0,0,0,0,0,0,0,0
201712,06,339000,001,2215,57792 ,00000 ,70285 ,488,41860, ,1,94566      ,4,9,11,Pleasanton,48,48,30282447,7,14,4140745,3,10,2536050,9,68,15601074,41,41,25758370,7,14,4140745,3,10,2536050,7,45,10583255
201712,06,340000,063,    ,99990 ,00000 ,17903 ,999,99999, , ,959719143  ,4,9,12,Plumas County Unincorporated Area,42,42,8014243,0,0,0,0,0,0,0,0,0,42,42,8014243,0,0,0,0,0,0,0,0,0
201712,06,343000,037,2230,58072 ,00000 ,149058 ,348,31080, , ,91766      ,4,9,12,Pomona,181,181,33166615,0,0,0,0,0,0,0,0,0,181,181,33166615,0,0,0,0,0,0,0,0,0
201712,06,345000,107,2245,58240 ,00000 ,54165 ,546,47300, ,1,93257      ,4,9,12,Porterville,47,47,12875099,0,0,0,0,0,0,0,0,0,47,47,12875099,0,0,0,0,0,0,0,0,0
201712,06,346000,063,2255,58352 ,00000 ,2104 ,999,99999, , ,96122      ,4,9,12,Portola,1,1,594000,0,0,0,0,0,0,0,0,0,1,1,594000,0,0,0,0,0,0,0,0,0
201712,06,347000,081,2257,58380 ,00000 ,4353 ,488,41860, , ,94028      ,4,9,12,Portola Valley town,10,10,18489100,0,0,0,0,0,0,0,0,0,10,10,18489100,0,0,0,0,0,0,0,0,0
201712,06,348000,073,2260,58520 ,00000 ,47811 ,999,41740, , ,92064      ,4,9,12,Poway,14,14,10072067,0,0,0,0,0,0,0,0,0,14,14,10072067,0,0,0,0,0,0,0,0,0
201712,06,348900,067,2277,59444 ,00000 ,64776 ,472,40900, ,1,956706111  ,4,9,12,Rancho Cordova,217,217,62375873,0,0,0,0,0,0,3,199,25610000,217,217,62375873,0,0,0,0,0,0,3,199,25610000
201712,06,349000,071,2278,59451 ,00000 ,165269 ,348,40140, , ,91730      ,4,9,12,Rancho Cucamonga,137,137,45257554,0,0,0,1,3,553584,1,172,22756134,137,137,45257554,0,0,0,1,3,553584,1,172,22756134
201712,06,350000,065,2281,59500 ,00000 ,17218 ,348,40140, , ,92270      ,4,9,12,Rancho Mirage,24,24,10139378,0,0,0,0,0,0,0,0,0,24,24,10139378,0,0,0,0,0,0,0,0,0
201712,06,351000,037,2284,59514 ,00000 ,41643 ,348,31080, , ,90274      ,4,9,10,Rancho Palos Verdes,11,11,650316,0,0,0,0,0,0,0,0,0,9,9,370800,0,0,0,0,0,0,0,0,0
201712,06,351500,059,2288,59587 ,00000 ,47853 ,348,31080, , ,926882824  ,4,9,12,Rancho Santa Margarita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,353000,089,2296,59920 ,00000 ,89861 ,454,39820, ,1,96001      ,4,9,12,Redding,149,149,34046850,0,0,0,0,0,0,0,0,0,149,149,34046850,0,0,0,0,0,0,0,0,0
201712,06,354000,071,2297,59962 ,00000 ,68747 ,348,40140, ,1,92373      ,4,9,7,Redlands,82,82,15007220,0,0,0,0,0,0,1,5,212178,62,62,11351128,0,0,0,0,0,0,0,0,0
201712,06,355000,037,2300,60018 ,00000 ,66748 ,348,31080, , ,90277      ,4,9,12,Redondo Beach,160,160,47359256,1,2,555665,1,3,783155,1,12,1398809,160,160,47359256,1,2,555665,1,3,783155,1,12,1398809
201712,06,356000,081,2305,60102 ,00000 ,76815 ,488,41860, ,1,940640391  ,4,9,1,Redwood City,37,37,14298426,1,2,650000,0,0,0,11,414,66631809,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,357000,019,2315,60242 ,00000 ,24194 ,260,23420, , ,93654      ,4,9,9,Reedley,6,6,820543,0,0,0,0,0,0,0,0,0,3,3,452734,0,0,0,0,0,0,0,0,0
201712,06,358000,071,2320,60466 ,00000 ,99171 ,348,40140, , ,92376      ,4,9,11,Rialto,61,61,5136032,0,0,0,0,0,0,0,0,0,61,61,5136032,0,0,0,0,0,0,0,0,0
201712,06,359000,013,2330,60620 ,00000 ,103701 ,488,41860, , ,94804      ,4,9,11,Richmond,17,17,3227141,0,0,0,0,0,0,3,98,21658475,11,11,1986884,0,0,0,0,0,0,3,98,21658475
201712,06,364000,099,2360,61068 ,00000 ,22678 ,382,33700, , ,95367      ,4,9,12,Riverbank,13,13,1727543,0,0,0,0,0,0,0,0,0,13,13,1727543,0,0,0,0,0,0,0,0,0
201712,06,365000,065,2370,62000 ,00000 ,303871 ,348,40140, ,1,92522      ,4,9,12,Riverside,208,208,52594498,9,18,2751080,0,0,0,15,481,45221604,208,208,52594498,9,18,2751080,0,0,0,15,481,45221604
201712,06,366000,065,    ,99990 ,00000 ,504392 ,348,40140, , ,92501      ,4,9,11,Riverside County Unincorporated Area,1377,1377,367748992,2,4,477114,0,0,0,0,0,0,1240,1240,329829147,2,4,477114,0,0,0,0,0,0
201712,06,367000,061,2375,62364 ,00000 ,56974 ,472,40900, , ,95677      ,4,9,12,Rocklin,722,722,185872953,7,14,2297695,0,0,0,4,253,32987516,722,722,185872953,7,14,2297695,0,0,0,4,253,32987516
201712,06,368000,097,2377,62546 ,00000 ,40971 ,488,42220, , ,949282411  ,4,9,12,Rohnert Park,189,189,31890139,0,0,0,0,0,0,0,0,0,189,189,31890139,0,0,0,0,0,0,0,0,0
201712,06,369000,037,2385,62602 ,00000 ,1860 ,348,31080, , ,918021460  ,4,9,12,Rolling Hills,2,2,5799000,0,0,0,0,0,0,0,0,0,2,2,5799000,0,0,0,0,0,0,0,0,0
201712,06,370000,037,2387,62644 ,00000 ,8067 ,348,31080, , ,918021460  ,4,9,12,Rolling Hills Estates,2,2,721900,0,0,0,0,0,0,0,0,0,2,2,721900,0,0,0,0,0,0,0,0,0
201712,06,371000,037,2400,62896 ,00000 ,53764 ,348,31080, , ,91770      ,4,9,9,Rosemead,70,70,19267438,0,0,0,0,0,0,4,63,7360215,61,61,16755637,0,0,0,0,0,0,1,48,5862615
201712,06,372000,061,2405,62938 ,00000 ,118788 ,472,40900, ,1,95678      ,4,9,12,Roseville,1191,1191,331790263,0,0,0,0,0,0,32,486,51882258,1191,1191,331790263,0,0,0,0,0,0,32,486,51882258
201712,06,373000,041,2407,62980 ,00000 ,2415 ,488,41860, , ,94957      ,4,9,12,Ross town,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,374000,067,2420,64000 ,00000 ,466488 ,472,40900, ,1,95811      ,4,9,12,Sacramento,1728,1728,425320806,23,46,5766856,0,0,0,39,994,172843148,1728,1728,425320806,23,46,5766856,0,0,0,39,994,172843148
201712,06,375000,067,    ,99990 ,00000 ,554554 ,472,40900, , ,95827      ,4,9,12,Sacramento County Unincorporated Area,586,586,213356472,0,0,0,0,0,0,0,0,0,586,586,213356472,0,0,0,0,0,0,0,0,0
201712,06,376000,053,2435,64224 ,00000 ,150441 ,999,41500, ,1,93901      ,4,9,12,Salinas,26,26,6804850,0,0,0,0,0,0,0,0,0,26,26,6804850,0,0,0,0,0,0,0,0,0
201712,06,377000,041,2445,64434 ,00000 ,12336 ,488,41860, , ,94960      ,4,9,10,San Anselmo town,8,8,5535425,0,0,0,0,0,0,0,0,0,7,7,4873800,0,0,0,0,0,0,0,0,0
201712,06,378000,069,    ,99990 ,00000 ,18479 ,488,41940, , ,95023      ,4,9,11,San Benito County Unincorporated Area,46,46,14272278,0,0,0,0,0,0,0,0,0,36,36,11119964,0,0,0,0,0,0,0,0,0
201712,06,379000,071,2450,65000 ,00000 ,209924 ,348,40140, ,1,924180001  ,4,9,6,San Bernardino,28,28,5175122,0,0,0,0,0,0,5,32,2902328,9,9,1603682,0,0,0,0,0,0,0,0,0
201712,06,380000,071,    ,99990 ,00000 ,291776 ,348,40140, , ,924150187  ,4,9,12,San Bernardino County Unincorporated Area,692,692,150762260,0,0,0,0,0,0,6,346,19715450,692,692,150762260,0,0,0,0,0,0,6,346,19715450
201712,06,381000,081,2455,65028 ,00000 ,41114 ,488,41860, , ,94066      ,4,9,9,San Bruno,2,2,528000,0,0,0,0,0,0,3,22,5079879,2,2,528000,0,0,0,0,0,0,0,0,0
201712,06,382000,111,2460,65042 ,00000 ,106433 ,348,37100, ,1,93002      ,4,9,12,San Buenaventura,308,308,51595647,0,0,0,15,58,7327503,28,364,65773617,308,308,51595647,0,0,0,15,58,7327503,28,364,65773617
201712,06,383000,081,2465,65070 ,00000 ,28406 ,488,41860, , ,940703085  ,4,9,12,San Carlos,14,14,9237786,0,0,0,0,0,0,4,28,10786666,14,14,9237786,0,0,0,0,0,0,4,28,10786666
201712,06,384000,059,2470,65084 ,00000 ,63522 ,348,31080, , ,92673      ,4,9,12,San Clemente,82,82,42998782,1,2,700000,1,4,2556903,0,0,0,82,82,42998782,1,2,700000,1,4,2556903,0,0,0
201712,06,385000,073,2475,66000 ,00000 ,1307402 ,999,41740, ,1,921014154  ,4,9,12,San Diego,1138,1138,388109937,31,62,11168563,37,138,24391966,88,4354,719309776,1138,1138,388109937,31,62,11168563,37,138,24391966,88,4354,719309776
201712,06,386000,073,    ,99990 ,00000 ,486604 ,999,41740, , ,92123      ,4,9,12,San Diego County Unincorporated Area,828,828,287620788,0,0,0,9,36,4874567,0,0,0,828,828,287620788,0,0,0,9,36,4874567,0,0,0
201712,06,387000,037,2477,66070 ,00000 ,33371 ,348,31080, , ,91773      ,4,9,12,San Dimas,5,5,2088591,0,0,0,0,0,0,0,0,0,5,5,2088591,0,0,0,0,0,0,0,0,0
201712,06,388000,037,2480,66140 ,00000 ,23645 ,348,31080, , ,91340      ,4,9,4,San Fernando,9,9,630000,1,2,300000,3,9,225000,0,0,0,3,3,150000,1,2,300000,0,0,0,0,0,0
201712,06,389000,075,2485,67000 ,00000 ,805235 ,488,41860, ,1,94103      ,4,9,12,San Francisco,43,43,11777452,12,24,7182189,10,31,8616336,45,4156,1308822857,43,43,11777452,12,24,7182189,10,31,8616336,45,4156,1308822857
201712,06,390000,037,2490,67042 ,00000 ,39718 ,348,31080, , ,917780130  ,4,9,0,San Gabriel,82,82,28555711,0,0,0,0,0,0,3,15,3771408,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,391000,065,2500,67112 ,00000 ,44199 ,348,40140, , ,92583      ,4,9,11,San Jacinto,158,158,22881552,0,0,0,0,0,0,0,0,0,145,145,20928142,0,0,0,0,0,0,0,0,0
201712,06,392000,019,2505,67126 ,00000 ,4001 ,260,23420, , ,93660      ,4,9,9,San Joaquin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,393000,077,    ,99990 ,00000 ,141995 ,488,44700, , ,95205      ,4,9,12,San Joaquin County Unincorporated Area,467,467,147783703,0,0,0,0,0,0,0,0,0,467,467,147783703,0,0,0,0,0,0,0,0,0
201712,06,394000,085,2510,68000 ,00000 ,945942 ,488,41940, ,1,951131905  ,4,9,12,San Jose,177,177,40305880,4,8,1739039,5,15,2576951,76,2241,445311798,177,177,40305880,4,8,1739039,5,15,2576951,76,2241,445311798
201712,06,395000,069,2515,68014 ,00000 ,1862 ,488,41940, , ,95045      ,4,9,4,San Juan Bautista,8,8,1954400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201712,06,396000,059,2519,68028 ,00000 ,34593 ,348,31080, , ,92675      ,4,9,11,San Juan Capistrano,98,98,38451720,0,0,0,0,0,0,0,0,0,92,92,35710389,0,0,0,0,0,0,0,0,0
201712,06,397000,001,6420,68084 ,00000 ,84950 ,488,41860, ,1,94577      ,4,9,7,San Leandro,2,2,1054840,0,0,0,0,0,0,1,85,11969482,0,0,0,0,0,0,0,0,0,1,85,11969482
201712,06,399000,079,    ,99990 ,00000 ,118118 ,999,42020, , ,93408      ,4,9,4,San Luis Obispo County Unincorporated Area,394,394,149909096,0,0,0,3,9,1808595,8,99,10416080,138,138,52868920,0,0,0,0,0,0,0,0,0
201712,06,400000,073,2537,68196 ,00000 ,83781 ,999,41740, , ,920692918  ,4,9,12,San Marcos,395,395,151053244,3,6,1027382,5,19,3486930,5,50,4988900,395,395,151053244,3,6,1027382,5,19,3486930,5,50,4988900
201712,06,401000,037,2545,68224 ,00000 ,13147 ,348,31080, , ,91108      ,4,9,12,San Marino,7,7,5004041,0,0,0,0,0,0,0,0,0,7,7,5004041,0,0,0,0,0,0,0,0,0
201712,06,402000,081,2555,68252 ,00000 ,97207 ,488,41860, , ,944031388  ,4,9,12,San Mateo,72,72,23094005,1,2,402000,0,0,0,2,371,64494120,72,72,23094005,1,2,402000,0,0,0,2,371,64494120
201712,06,403000,081,    ,99990 ,00000 ,61222 ,488,41860, , ,94063      ,4,9,12,San Mateo County Unincorporated Area,54,54,54416957,0,0,0,0,0,0,1,16,2927200,54,54,54416957,0,0,0,0,0,0,1,16,2927200
201712,06,404000,013,2560,68294 ,00000 ,29139 ,488,41860, , ,94806      ,4,9,8,San Pablo,13,13,3132508,0,0,0,0,0,0,0,0,0,5,5,1110904,0,0,0,0,0,0,0,0,0
201712,06,405000,041,6486,68364 ,00000 ,57713 ,488,41860, ,1,94915      ,4,9,12,San Rafael,3,3,1573884,0,0,0,0,0,0,0,0,0,3,3,1573884,0,0,0,0,0,0,0,0,0
